Type;MP;Beta
naive;0.15;5,39462841997152e-01
naive;0.15;-2,01290554839649e-01
naive;0.15;7,96644081578628e-02
naive;0.15;6,93894987510885e-01
naive;0.15;6,18258913359196e-01
naive;0.15;5,22243245302491e-01
naive;0.15;9,57175065293481e-01
naive;0.15;5,17392975920499e-01
naive;0.15;3,62162178371712e-01
naive;0.15;6,64635834539324e-01
naive;0.15;6,43187272805398e-01
naive;0.15;5,07845487474866e-01
naive;0.15;9,94083165320089e-01
naive;0.15;8,57051693965729e-01
naive;0.15;2,27801924349536e-01
naive;0.15;5,21784371142303e-01
naive;0.15;5,61187470282927e-01
naive;0.15;7,88087720079749e-01
naive;0.15;5,51210383623467e-01
naive;0.15;4,71479862365574e-01
naive;0.15;7,36739067310228e-01
naive;0.15;4,70019853315482e-01
naive;0.15;4,92898627142151e-01
naive;0.15;5,77512454270269e-01
naive;0.15;6,52349289347922e-01
naive;0.15;4,59323274627901e-01
naive;0.15;2,85593965441681e-01
naive;0.15;6,26610326572289e-01
naive;0.15;4,50852701025755e-01
naive;0.15;3,96012816837726e-01
naive;0.15;4,25717104769139e-01
naive;0.15;3,55308737218371e-01
naive;0.15;4,97267429553630e-01
naive;0.15;5,76293114330773e-01
naive;0.15;4,67774431822297e-01
naive;0.15;5,52428490487261e-01
naive;0.15;7,07857847779868e-01
naive;0.15;3,42032655835679e-01
naive;0.15;6,10412192003740e-01
naive;0.15;5,55639248276665e-01
naive;0.15;7,90505080610424e-01
naive;0.15;6,06280336653509e-01
naive;0.15;1,09001545974911e+00
naive;0.15;4,72685305119712e-01
naive;0.15;5,07434646467301e-01
naive;0.15;5,21176397153818e-01
naive;0.15;7,22554602840917e-01
naive;0.15;7,20785627370942e-01
naive;0.15;1,07295498451196e+00
naive;0.15;5,41328489645908e-01
naive;0.15;1,07592627784534e+00
naive;0.15;7,67388490443386e-01
naive;0.15;5,86600531795214e-01
naive;0.15;4,35212125097191e-01
naive;0.15;7,52581004407868e-01
naive;0.15;4,57352427913237e-01
naive;0.15;7,03064109736241e-01
naive;0.15;7,55903110552778e-01
naive;0.15;4,56209874023155e-01
naive;0.15;8,91623668681824e-01
naive;0.15;2,58163496251128e-02
naive;0.15;6,68255029440910e-01
naive;0.15;1,01099500117373e+00
naive;0.15;4,78759812393761e-01
naive;0.15;6,25290630615382e-01
naive;0.15;6,17055620563995e-01
naive;0.15;5,63368554802795e-01
naive;0.15;7,32210913128143e-01
naive;0.15;4,05003401248620e-01
naive;0.15;1,60623908447216e-01
naive;0.15;8,43611511111719e-01
naive;0.15;7,05740747336306e-01
naive;0.15;5,73712977590915e-01
naive;0.15;9,78846917306768e-01
naive;0.15;2,96092834289232e-01
naive;0.15;8,06971018292639e-01
naive;0.15;7,96000667144304e-01
naive;0.15;5,48497157723880e-01
naive;0.15;6,43240956072216e-01
naive;0.15;8,03718261212383e-01
naive;0.15;5,03575999746366e-01
naive;0.15;7,83870924226735e-01
naive;0.15;2,50972558833553e-01
naive;0.15;5,53910865937208e-01
naive;0.15;4,93391074472914e-01
naive;0.15;9,90565175470361e-01
naive;0.15;4,05691774289815e-01
naive;0.15;8,16124132188387e-01
naive;0.15;9,45898781702950e-01
naive;0.15;6,68493881190802e-01
naive;0.15;6,65296010220478e-01
naive;0.15;5,24523479798755e-01
naive;0.15;7,43598482979796e-01
naive;0.15;9,86633514893954e-01
naive;0.15;1,56991401430300e-01
naive;0.15;4,27148200119677e-01
naive;0.15;6,82942851489325e-01
naive;0.15;1,57901027492520e-01
naive;0.15;6,61569584614420e-01
naive;0.15;6,89193488710065e-01
naive;0.15;6,00781091015018e-01
naive;0.15;6,06921359512124e-01
naive;0.15;5,32901359060580e-01
naive;0.15;5,30174137881803e-01
naive;0.15;3,93178796085113e-01
naive;0.15;8,65756749351191e-01
naive;0.15;5,33806045508256e-01
naive;0.15;2,21097087717367e-01
naive;0.15;1,06292195019232e+00
naive;0.15;5,68913881910783e-02
naive;0.15;7,22073658368238e-01
naive;0.15;8,81833688248174e-01
naive;0.15;5,66879654520514e-01
naive;0.15;8,08640500421899e-01
naive;0.15;3,05763096932428e-01
naive;0.15;4,90180991474272e-01
naive;0.15;6,03763332035984e-01
naive;0.15;6,40950405436936e-01
naive;0.15;5,26982228742530e-01
naive;0.15;4,11553015319363e-01
naive;0.15;5,68930356667508e-01
naive;0.15;6,35016673441415e-01
naive;0.15;5,91074492388831e-01
naive;0.15;7,18346291927013e-01
naive;0.15;7,96022778463859e-01
naive;0.15;4,51502754290460e-01
naive;0.15;9,46347736805607e-01
naive;0.15;4,61224630528281e-01
naive;0.15;3,57937478931811e-01
naive;0.15;9,09193825161516e-01
naive;0.15;6,00612116237872e-01
naive;0.15;7,19620712859524e-01
naive;0.15;7,14830946552336e-01
naive;0.15;5,69607270531688e-01
naive;0.15;7,28280366695048e-02
naive;0.15;6,92485929684961e-01
naive;0.15;6,14375501036056e-01
naive;0.15;7,90357660107017e-01
naive;0.15;5,47625776112568e-01
naive;0.15;6,99808306378508e-01
naive;0.15;4,05843158143279e-01
naive;0.15;4,02901016481971e-01
naive;0.15;9,60766355000706e-01
naive;0.15;5,90039333278247e-01
naive;0.15;4,04111753271356e-01
naive;0.15;7,17980773431867e-01
naive;0.15;3,36327563356628e-01
naive;0.15;9,29060403660342e-01
naive;0.15;5,07674856851516e-01
naive;0.15;4,94724437170336e-01
naive;0.15;3,67209928775366e-01
naive;0.15;4,79985737256074e-01
naive;0.15;6,79462325753888e-01
naive;0.15;8,18157973841368e-01
naive;0.15;6,46911673565382e-01
naive;0.15;4,14847612906165e-01
naive;0.15;7,32345076185561e-01
naive;0.15;2,56579324718937e-01
naive;0.15;4,09137506851579e-01
naive;0.15;2,63791731048145e-01
naive;0.15;7,95094254232815e-01
naive;0.15;7,82562463632305e-01
naive;0.15;3,45325358117066e-02
naive;0.15;6,59248526589224e-01
naive;0.15;6,85932175280503e-01
naive;0.15;9,01220092464401e-01
naive;0.15;5,27187402731918e-01
naive;0.15;9,11096833959746e-01
naive;0.15;6,87087895227420e-01
naive;0.15;4,05624624705745e-01
naive;0.15;5,33041112577277e-01
naive;0.15;5,06833081758047e-01
naive;0.15;8,18599532155260e-01
naive;0.15;8,71891294810386e-01
naive;0.15;4,96768265490225e-01
naive;0.15;4,92157389857293e-01
naive;0.15;5,82358746919042e-01
naive;0.15;4,60604627669345e-01
naive;0.15;5,76026196151691e-01
naive;0.15;6,60899123826892e-01
naive;0.15;6,12331203142635e-01
naive;0.15;3,78181513973245e-01
naive;0.15;3,47247628758633e-01
naive;0.15;3,96560391388432e-01
naive;0.15;7,21688685193455e-01
naive;0.15;7,56415002021820e-01
naive;0.15;2,76521323872942e-01
naive;0.15;6,63998957244992e-01
naive;0.15;6,16248982372078e-01
naive;0.15;7,80608228940466e-01
naive;0.15;6,20895307486104e-01
naive;0.15;7,47075655691421e-01
naive;0.15;2,74964609706204e-01
naive;0.15;5,06074961436839e-01
naive;0.15;9,22289066815035e-01
naive;0.15;5,72121531362210e-01
naive;0.15;4,68682835493031e-01
naive;0.15;6,37428425548058e-01
naive;0.15;6,40477035367727e-01
naive;0.15;5,42934128314925e-01
naive;0.15;2,79699623424604e-01
naive;0.15;5,01301564479114e-01
naive;0.15;5,19658973090513e-01
naive;0.15;3,43403058425661e-01
naive;0.15;4,71956373744084e-01
naive;0.15;5,97204158708428e-01
naive;0.15;5,98420312655467e-01
naive;0.15;3,50613934177189e-01
naive;0.15;5,79319283689943e-01
naive;0.15;4,59195159829556e-01
naive;0.15;7,27757042024444e-01
naive;0.15;8,79913817942953e-01
naive;0.15;5,04304797357656e-01
naive;0.15;5,82130533209792e-01
naive;0.15;5,00441670747981e-01
naive;0.15;8,93636750116943e-01
naive;0.15;4,64467390641798e-01
naive;0.15;9,16786568409015e-01
naive;0.15;3,76072935251290e-01
naive;0.15;5,13724574577179e-01
naive;0.15;6,21109221896715e-01
naive;0.15;1,07639315548936e+00
naive;0.15;2,55553871618421e-01
naive;0.15;8,34591058443629e-01
naive;0.15;5,71878247715606e-01
naive;0.15;3,25637443285367e-01
naive;0.15;2,64678119297646e-02
naive;0.15;1,08249526980747e+00
naive;0.15;3,38685316167114e-01
naive;0.15;4,12083054825765e-01
naive;0.15;7,64893810630144e-01
naive;0.15;7,62939976348264e-01
naive;0.15;4,60583791620311e-01
naive;0.15;4,88289985025545e-01
naive;0.15;7,00445442923634e-01
naive;0.15;4,88739658300394e-01
naive;0.15;2,53890150793775e-02
naive;0.15;3,06309826687644e-01
naive;0.15;8,22894394183860e-01
naive;0.15;9,51445979260584e-01
naive;0.15;2,76888072261452e-01
naive;0.15;7,77032845733005e-01
naive;0.15;1,02129204952231e+00
naive;0.15;4,78719340794873e-01
naive;0.15;7,26109377345394e-01
naive;0.15;3,84736586345804e-01
naive;0.15;6,72851105659816e-01
naive;0.15;7,19177535827614e-01
naive;0.15;7,59661620687826e-01
naive;0.15;6,87569236122591e-01
naive;0.15;8,42745148094478e-01
naive;0.15;1,05602571562230e+00
naive;0.15;3,59959305994885e-01
naive;0.15;6,56750813464393e-01
naive;0.15;3,88332825220434e-01
naive;0.15;6,45411282071302e-01
naive;0.15;4,88314942426396e-01
naive;0.15;7,41386518855159e-01
naive;0.15;1,85465183195359e-01
naive;0.15;6,86539839454919e-01
naive;0.15;7,34916133540423e-01
naive;0.15;6,90235578587215e-01
naive;0.15;3,85529349120116e-01
naive;0.15;2,37308117794227e-01
naive;0.15;5,88568097068056e-01
naive;0.15;4,37041147677031e-01
naive;0.15;8,88002239913260e-01
naive;0.15;6,50073551222845e-01
naive;0.15;6,69775026677072e-01
naive;0.15;3,39002748807916e-01
naive;0.15;6,76218141393081e-01
naive;0.15;8,98133109271817e-01
naive;0.15;6,06427249336183e-01
naive;0.15;1,00202654231859e+00
naive;0.15;6,27414342870151e-01
naive;0.15;6,69017614494887e-01
naive;0.15;7,72025668844201e-01
naive;0.15;3,93047914713856e-01
naive;0.15;7,34225875392454e-01
naive;0.15;7,14628665072853e-01
naive;0.15;9,41678470355943e-01
naive;0.15;3,43303430734416e-01
naive;0.15;8,12258738614566e-01
naive;0.15;5,83105094598931e-01
naive;0.15;5,77862254402002e-01
naive;0.15;1,97879652745004e-01
naive;0.15;4,20137066433411e-01
naive;0.15;5,21992075645644e-01
naive;0.15;6,11053272330589e-01
naive;0.15;7,63556086441176e-01
naive;0.15;7,03338331850277e-01
naive;0.15;2,86451992260831e-01
naive;0.15;6,12170407965923e-01
naive;0.15;6,47960459963826e-01
naive;0.15;2,49247755790825e-01
naive;0.15;7,05101065996701e-01
naive;0.15;-1,22390698929987e-02
naive;0.15;6,15811143210764e-01
naive;0.15;8,34999319004626e-01
naive;0.15;6,60234572002367e-01
naive;0.15;5,97561742794919e-01
naive;0.15;2,77759204106601e-01
naive;0.15;2,59818868192739e-01
naive;0.15;1,45515145996410e-01
naive;0.15;7,86966052924900e-01
naive;0.15;2,89199625682669e-01
naive;0.15;5,48427090050119e-01
naive;0.15;7,46932739529880e-01
naive;0.15;5,03858657931386e-01
naive;0.15;7,82760544225219e-01
naive;0.15;1,17221588897884e+00
naive;0.15;6,94255360774685e-01
naive;0.15;6,44822942686224e-01
naive;0.15;5,96202189029611e-01
naive;0.15;6,73735351090039e-01
naive;0.15;1,07344704107999e+00
naive;0.15;7,07154646747255e-01
naive;0.15;9,26585307275163e-01
naive;0.15;1,92739372449043e-01
naive;0.15;6,44329548432361e-01
naive;0.15;5,66948047867244e-01
naive;0.15;6,80369337674812e-01
naive;0.15;5,82366396874495e-01
naive;0.15;8,31775754531718e-01
naive;0.15;5,18195987517119e-01
naive;0.15;3,48027430619214e-01
naive;0.15;8,51645787598152e-01
naive;0.15;7,51772268700983e-01
naive;0.15;4,78997690996364e-01
naive;0.15;4,97616617280507e-01
naive;0.15;2,39953226101585e-01
naive;0.15;7,44894680703465e-01
naive;0.15;8,47778536123084e-01
naive;0.15;6,72574078986476e-01
naive;0.15;6,86609409956020e-01
naive;0.15;4,36263834262756e-01
naive;0.15;5,57135104679896e-01
naive;0.15;5,54308371214677e-01
naive;0.15;1,30683260335686e-01
naive;0.15;7,29807065459437e-01
naive;0.15;6,16471418005131e-01
naive;0.15;2,55429059534789e-01
naive;0.15;6,79245235390424e-01
naive;0.15;1,00822316003821e+00
naive;0.15;3,35261880317115e-01
naive;0.15;7,76103351704981e-01
naive;0.15;5,46078727421266e-01
naive;0.15;8,67719945561202e-01
naive;0.15;2,96451885109859e-02
naive;0.15;3,49365228813209e-01
naive;0.15;2,71149263871819e-01
naive;0.15;4,40840799111401e-01
naive;0.15;6,03409831814022e-01
naive;0.15;1,05227003821992e+00
naive;0.15;3,84471916312402e-01
naive;0.15;2,52844927028189e-01
naive;0.15;4,70874532813694e-01
naive;0.15;7,44204482487148e-01
naive;0.15;4,36260282146484e-01
naive;0.15;7,51302114660221e-01
naive;0.15;4,82079198883248e-01
naive;0.15;1,61757282952593e-02
naive;0.15;5,50167489886869e-01
naive;0.15;5,88130181732221e-01
naive;0.15;1,03072112153715e+00
naive;0.15;3,52548919912617e-01
naive;0.15;6,34989355431913e-01
naive;0.15;5,98200469085728e-01
naive;0.15;7,00344435348930e-01
naive;0.15;2,76977916416537e-01
naive;0.15;8,18014168543052e-01
naive;0.15;7,32254690542643e-01
naive;0.15;1,06047291918890e+00
naive;0.15;7,39755921170486e-01
naive;0.15;8,67219221298403e-01
naive;0.15;6,41800684930523e-01
naive;0.15;8,02059425656186e-01
naive;0.15;4,66536867058731e-01
naive;0.15;4,26659511085239e-01
naive;0.15;6,13513356291848e-01
naive;0.15;7,24172250028427e-01
naive;0.15;4,37785780026561e-01
naive;0.15;7,18150242853944e-01
naive;0.15;4,06690967329519e-01
naive;0.15;4,16100462989356e-01
naive;0.15;6,17052974262083e-01
naive;0.15;5,89944527506035e-01
naive;0.15;5,41022569672604e-01
naive;0.15;3,40771749024731e-01
naive;0.15;5,44232847763928e-01
naive;0.15;3,61534915436764e-01
naive;0.15;3,00459868302627e-01
naive;0.15;1,04463565671642e+00
naive;0.15;7,31294500199576e-01
naive;0.15;4,53606296442589e-01
naive;0.15;3,24880672686233e-01
naive;0.15;6,77640578051219e-01
naive;0.15;5,68687925546778e-01
naive;0.15;4,14368846431434e-01
naive;0.15;2,70125534673235e-01
naive;0.15;4,62331370734035e-01
naive;0.15;5,82670954646204e-01
naive;0.15;2,34947045127889e-01
naive;0.15;7,60247496991840e-01
naive;0.15;7,24605915491644e-01
naive;0.15;5,07730937900227e-01
naive;0.15;-1,01274491668729e-01
naive;0.15;5,85595830662123e-01
naive;0.15;4,01128714772720e-01
naive;0.15;3,81030732287431e-01
naive;0.15;8,68209482699483e-01
naive;0.15;7,72277772662715e-01
naive;0.15;2,99045181510218e-01
naive;0.15;5,94376801461027e-01
naive;0.15;5,74214383823217e-01
naive;0.15;4,01972994174263e-01
naive;0.15;5,27241690789565e-01
naive;0.15;3,15440374571113e-01
naive;0.15;5,79207076876519e-01
naive;0.15;2,66582750606783e-01
naive;0.15;7,02197410080133e-01
naive;0.15;7,74704540994917e-01
naive;0.15;2,70575870244879e-01
naive;0.15;1,88385699034729e-01
naive;0.15;4,97920477662117e-01
naive;0.15;7,94240160812588e-01
naive;0.15;5,48453731035281e-01
naive;0.15;4,19267834819057e-01
naive;0.15;1,00139435584938e+00
naive;0.15;6,04573947798321e-01
naive;0.15;7,20150524631965e-01
naive;0.15;4,06800567002131e-01
naive;0.15;2,72712566178726e-01
naive;0.15;9,92892788437718e-01
naive;0.15;2,09672747880944e-01
naive;0.15;2,78409614772821e-01
naive;0.15;4,21749087992999e-01
naive;0.15;5,03026787853974e-01
naive;0.15;3,47014055170172e-01
naive;0.15;7,32257575191950e-01
naive;0.15;1,52597131181255e-01
naive;0.15;5,47591296518012e-01
naive;0.15;7,28506129554362e-01
naive;0.15;5,09732538097592e-01
naive;0.15;7,81092521180022e-01
naive;0.15;5,11910755985614e-01
naive;0.15;8,82755147334710e-01
naive;0.15;5,09096535205078e-01
naive;0.15;5,65486672551808e-01
naive;0.15;6,51626861974821e-01
naive;0.15;1,00575363313435e+00
naive;0.15;5,82165354145903e-01
naive;0.15;3,54186450122566e-01
naive;0.15;5,18864900074443e-01
naive;0.15;3,34349837672661e-01
naive;0.15;4,95469298996585e-01
naive;0.15;9,16352405881786e-01
naive;0.15;5,93723837725997e-01
naive;0.15;8,12042759118212e-01
naive;0.15;5,78468975868517e-01
naive;0.15;4,53236076136613e-01
naive;0.15;4,29609174882854e-01
naive;0.15;6,24692697040082e-01
naive;0.15;5,05379096924900e-01
naive;0.15;8,70225779568528e-01
naive;0.15;8,28055955681003e-01
naive;0.15;3,16090378087197e-01
naive;0.15;5,54386262495265e-01
naive;0.15;4,05388365383776e-01
naive;0.15;6,52648405722626e-01
naive;0.15;8,61814516883888e-01
naive;0.15;6,98452514431832e-01
naive;0.15;2,45611228860195e-01
naive;0.15;6,96625541929812e-01
naive;0.15;4,52209450338002e-01
naive;0.15;3,33896544862749e-01
naive;0.15;2,41670899477235e-01
naive;0.15;7,52452371456773e-01
naive;0.15;5,24246684607684e-01
naive;0.15;9,45771064067506e-01
naive;0.15;5,33594296042531e-01
naive;0.15;7,96174900954841e-01
naive;0.15;7,14830914349114e-01
naive;0.15;7,25760704793613e-01
naive;0.15;5,99304856719995e-01
naive;0.15;4,43540266555892e-01
naive;0.15;5,61395302932515e-01
naive;0.15;4,25181166429997e-01
naive;0.15;5,26303036219211e-01
naive;0.15;8,76299773677107e-01
naive;0.15;7,83725902866171e-01
naive;0.15;4,85298446784543e-01
naive;0.15;6,92685757982201e-01
naive;0.15;3,32931273562841e-01
naive;0.15;2,93136202640152e-01
naive;0.15;1,42030990485314e-01
naive;0.15;6,31223782729090e-01
naive;0.15;6,49799488578873e-01
naive;0.15;1,02910132111906e+00
naive;0.15;7,63117545976210e-01
naive;0.15;1,50604368493473e-01
naive;0.15;7,13045705707687e-01
naive;0.15;6,94459437945482e-01
naive;0.15;5,01271113959419e-01
naive;0.15;2,40627881053123e-01
naive;0.15;1,91191629223788e-01
naive;0.15;4,97610106897531e-01
naive;0.15;7,18369653386742e-01
naive;0.15;6,38586026494855e-01
naive;0.15;3,57266682530506e-01
naive;0.15;9,59790624725384e-01
naive;0.15;4,58832120728638e-01
naive;0.15;2,84669587267449e-01
naive;0.15;4,85478057042420e-01
naive;0.15;-1,11932860533378e-01
naive;0.15;4,16109439368617e-01
naive;0.15;7,46579666681783e-01
naive;0.15;4,61595107526529e-01
naive;0.15;3,80657229204644e-01
naive;0.15;5,60128832095457e-01
naive;0.15;7,11819451402810e-01
naive;0.15;4,80164723704790e-01
naive;0.15;6,38770866422558e-01
naive;0.15;3,37667196105342e-01
naive;0.15;7,78223395661595e-01
naive;0.15;7,18589648411106e-01
naive;0.15;7,11607734357509e-01
naive;0.15;6,26150005656189e-01
naive;0.15;1,49440345213986e-01
naive;0.15;1,70587833729580e-01
naive;0.15;5,59246999268625e-01
naive;0.15;1,01974902388365e+00
naive;0.15;4,12933777259084e-01
naive;0.15;8,43065427815613e-01
naive;0.15;1,58640596667373e-01
naive;0.15;3,80436522746596e-01
naive;0.15;6,87917892088216e-01
naive;0.15;9,80992912647006e-01
naive;0.15;6,87171783166042e-01
naive;0.15;5,45243324768268e-01
naive;0.15;5,05564035567186e-01
naive;0.15;2,23099027936093e-01
naive;0.15;7,24361945014231e-01
naive;0.15;5,89160766009157e-01
naive;0.15;1,04991785629053e+00
naive;0.15;6,86463985822394e-01
naive;0.15;5,42913568762999e-01
naive;0.15;5,28850440116418e-01
naive;0.15;6,71583514142109e-01
naive;0.15;1,06235634513017e+00
naive;0.15;1,14670700162262e-01
naive;0.15;4,02714322189331e-01
naive;0.15;5,22871757296195e-01
naive;0.15;3,99702249690606e-01
naive;0.15;6,88614152434032e-01
naive;0.15;6,86332480145554e-01
naive;0.15;5,44442727390677e-01
naive;0.15;1,17735157105747e+00
naive;0.15;6,24441837267466e-01
naive;0.15;3,43400515410706e-01
naive;0.15;7,06026652371504e-01
naive;0.15;3,79554482331023e-01
naive;0.15;4,27359936829966e-01
naive;0.15;6,02554294748835e-01
naive;0.15;8,67928226414327e-01
naive;0.15;4,32513088415798e-01
naive;0.15;4,96523815757682e-01
naive;0.15;7,28295052286896e-01
naive;0.15;7,23663691917044e-01
naive;0.15;3,91651250177243e-01
naive;0.15;5,82819977069364e-01
naive;0.15;1,09454513984260e-01
naive;0.15;2,65569530812666e-01
naive;0.15;5,62754864616319e-01
naive;0.15;3,53487818976772e-01
naive;0.15;5,09760541620707e-01
naive;0.15;8,09443729880396e-01
naive;0.15;7,40142078745058e-01
naive;0.15;8,31925790588512e-01
naive;0.15;6,89571515573041e-01
naive;0.15;2,98254395509100e-01
naive;0.15;8,00138862939174e-01
naive;0.15;2,32655046147664e-01
naive;0.15;9,13277729339705e-01
naive;0.15;7,62918588528048e-01
naive;0.15;2,28738790763613e-02
naive;0.15;6,91616023901982e-01
naive;0.15;4,08409038139779e-01
naive;0.15;4,13627295205586e-01
naive;0.15;6,78089199285225e-01
naive;0.15;4,02998437578617e-01
naive;0.15;6,53302507077657e-01
naive;0.15;4,98264188476380e-01
naive;0.15;4,30395273014889e-01
naive;0.15;1,04746639714133e-01
naive;0.15;1,03938347518931e+00
naive;0.15;1,81554473421511e-01
naive;0.15;8,78969760948319e-01
naive;0.15;6,46766376755301e-01
naive;0.15;4,09502005924365e-01
naive;0.15;4,49290079736546e-01
naive;0.15;7,18260463397028e-01
naive;0.15;7,93117729730832e-01
naive;0.15;4,51322835660690e-01
naive;0.15;7,79067877729409e-01
naive;0.15;7,52462013207462e-01
naive;0.15;9,62661573671147e-01
naive;0.15;7,57507072892622e-01
naive;0.15;4,81894738823781e-01
naive;0.15;5,79416239399460e-01
naive;0.15;8,47040897511532e-01
naive;0.15;4,15777600238808e-01
naive;0.15;8,80221745920774e-01
naive;0.15;8,48222286916503e-01
naive;0.15;7,41645666011369e-01
naive;0.15;6,71651944972390e-01
naive;0.15;6,16771761356603e-01
naive;0.15;4,57575185596492e-01
naive;0.15;4,25701213892176e-01
naive;0.15;8,34995358177899e-01
naive;0.15;5,42621829518443e-01
naive;0.15;5,87851117033426e-01
naive;0.15;4,53296103706595e-01
naive;0.15;2,96416210534620e-01
naive;0.15;6,03795547606293e-01
naive;0.15;2,49247008678490e-01
naive;0.15;4,42916313280875e-01
naive;0.15;4,81834586443560e-01
naive;0.2;2,58137578256732e-01
naive;0.2;6,54367846652505e-01
naive;0.2;5,51677918975982e-01
naive;0.2;7,89523294882189e-01
naive;0.2;4,58704361127388e-01
naive;0.2;5,18770157503617e-01
naive;0.2;6,33927172206492e-01
naive;0.2;5,95785308786529e-01
naive;0.2;4,52983995396204e-01
naive;0.2;4,83079684300050e-01
naive;0.2;3,89274073459704e-01
naive;0.2;2,12722442738976e-01
naive;0.2;1,07035393042270e-01
naive;0.2;1,56426005428266e-01
naive;0.2;-6,33801383995595e-02
naive;0.2;4,87532764804521e-01
naive;0.2;8,13056128982329e-01
naive;0.2;5,67871193722314e-01
naive;0.2;4,38065064771015e-01
naive;0.2;5,28194171417634e-01
naive;0.2;5,62172519130472e-01
naive;0.2;5,33901497979140e-01
naive;0.2;7,50083339239700e-01
naive;0.2;-1,12168362242525e-01
naive;0.2;3,59059673316242e-01
naive;0.2;7,04410762463733e-01
naive;0.2;2,72118171203030e-01
naive;0.2;6,81527334067697e-01
naive;0.2;2,07417021061258e-01
naive;0.2;-5,01682318409475e-02
naive;0.2;7,65269787653450e-01
naive;0.2;3,78193234480857e-01
naive;0.2;5,14875949257326e-01
naive;0.2;2,77075364158967e-01
naive;0.2;3,33940901605503e-01
naive;0.2;7,44215121740878e-01
naive;0.2;8,86379951808728e-01
naive;0.2;4,75124509185094e-01
naive;0.2;3,14312659881280e-01
naive;0.2;6,59245948380762e-02
naive;0.2;5,44242238371439e-01
naive;0.2;1,36389273004952e-01
naive;0.2;3,90288385638463e-01
naive;0.2;5,30982255102801e-01
naive;0.2;7,92412739472588e-01
naive;0.2;9,56559585232452e-01
naive;0.2;5,46206481658297e-01
naive;0.2;2,66539393563809e-01
naive;0.2;4,64415302131564e-01
naive;0.2;5,52755193358706e-01
naive;0.2;7,14610358913675e-01
naive;0.2;8,28999494855297e-01
naive;0.2;9,30163895316815e-01
naive;0.2;2,99413334962168e-01
naive;0.2;5,22448243259387e-01
naive;0.2;3,35502971185313e-02
naive;0.2;7,09627320461066e-01
naive;0.2;4,25814362562315e-01
naive;0.2;2,33704020754455e-01
naive;0.2;7,26579437039719e-01
naive;0.2;2,30929179654837e-01
naive;0.2;4,73591915975775e-01
naive;0.2;6,08979182043177e-01
naive;0.2;2,15262342594665e-01
naive;0.2;5,99189223407460e-01
naive;0.2;3,92558401516892e-01
naive;0.2;6,63673136531574e-01
naive;0.2;1,03175361202522e-01
naive;0.2;8,60806525428399e-01
naive;0.2;3,77328068977540e-01
naive;0.2;1,42140747065026e-01
naive;0.2;6,77034141116863e-01
naive;0.2;2,13040973443618e-01
naive;0.2;5,96829256343190e-01
naive;0.2;2,31465408579053e-01
naive;0.2;2,33422287633728e-01
naive;0.2;3,01056282510824e-01
naive;0.2;9,55833717119004e-01
naive;0.2;4,37157717868743e-01
naive;0.2;6,04636814028654e-01
naive;0.2;2,33551495743021e-01
naive;0.2;4,02984537943811e-01
naive;0.2;3,91557879288192e-01
naive;0.2;5,85819372930020e-01
naive;0.2;7,42694899824005e-01
naive;0.2;3,89371123226801e-01
naive;0.2;6,21761578150913e-01
naive;0.2;1,51377817693933e-01
naive;0.2;9,08464945077868e-01
naive;0.2;1,72482607394925e-01
naive;0.2;1,13106950421919e+00
naive;0.2;1,78258051693555e-01
naive;0.2;2,25028274666738e-01
naive;0.2;8,34826479873807e-01
naive;0.2;4,62976360528617e-01
naive;0.2;1,11529128678764e-01
naive;0.2;8,86526676179044e-01
naive;0.2;8,73403300813228e-01
naive;0.2;1,70956114028770e-01
naive;0.2;6,04730813080268e-01
naive;0.2;5,81648820502745e-01
naive;0.2;7,14713843152378e-01
naive;0.2;3,07487630732652e-01
naive;0.2;3,19133702731936e-01
naive;0.2;5,33090479635922e-01
naive;0.2;1,50975372334238e-01
naive;0.2;2,30218102973023e-01
naive;0.2;4,86360399874356e-01
naive;0.2;2,76412382912230e-01
naive;0.2;5,11287639392318e-01
naive;0.2;7,12669847643314e-01
naive;0.2;5,22041861368074e-01
naive;0.2;5,86601226498657e-01
naive;0.2;2,50463385255411e-01
naive;0.2;6,66339552435611e-01
naive;0.2;7,41678638178930e-01
naive;0.2;6,27969172954181e-01
naive;0.2;7,64627843842772e-01
naive;0.2;9,05352961071645e-01
naive;0.2;1,85419505180564e-01
naive;0.2;3,70272090585281e-01
naive;0.2;4,47331439065554e-01
naive;0.2;7,12491685560102e-02
naive;0.2;7,92042332176347e-01
naive;0.2;6,58296304891271e-01
naive;0.2;1,22279035857852e-01
naive;0.2;7,76835954460922e-01
naive;0.2;3,29420013986852e-01
naive;0.2;4,02999150896535e-01
naive;0.2;2,51402548900898e-01
naive;0.2;2,73082638214456e-01
naive;0.2;5,34940443194422e-01
naive;0.2;6,24293050125566e-01
naive;0.2;7,10147581205928e-01
naive;0.2;4,99069908520526e-02
naive;0.2;1,62568868640887e-01
naive;0.2;5,25384294647003e-01
naive;0.2;4,61890511442874e-01
naive;0.2;5,18055301152101e-01
naive;0.2;6,78802602413280e-02
naive;0.2;7,57110884458867e-01
naive;0.2;5,42852844995934e-01
naive;0.2;3,93023694124715e-01
naive;0.2;2,93000038013577e-02
naive;0.2;3,23963633482507e-01
naive;0.2;3,56249819908132e-01
naive;0.2;7,16795269106788e-01
naive;0.2;5,56954519382990e-01
